Player,Betting Odds,Winning Probability,Normalized Winning Probability
Novak Djokovic,-120.0,54.54545454545454,0.3486164653257051
Stefanos Tsitsipas,1400.0,6.666666666666667,0.04260867909536396
Karen Khachanov,10000.0,0.9900990099009901,0.006328021647826331
Tommy Paul,30000.0,0.33222591362126247,0.002123356101097872
Sebastian Korda,3300.0,2.941176470588235,0.018797946659719393
Andrey Rublev,6600.0,1.4925373134328357,0.009539256513887453
Jiri Lehecka,50000.0,0.19960079840319359,0.0012757089549510167
Ben Shelton,40000.0,0.24937655860349126,0.0015938408639163575
Holger Rune,2500.0,3.8461538461538463,0.024581930247325363
Jannik Sinner,2000.0,4.761904761904762,0.03043477078240283
Felix Auger-Aliassime,2000.0,4.761904761904762,0.03043477078240283
Alex de Minaur,15000.0,0.6622516556291391,0.004232650241261321
Roberto Bautista-Agut,15000.0,0.6622516556291391,0.004232650241261321
Hubert Hurkacz,8000.0,1.2345679012345678,0.007890496128771103
JJ Wolf,40000.0,0.24937655860349126,0.0015938408639163575
Yoshihito Nishioka,35000.0,0.2849002849002849,0.001820883722024101
Daniil Medvedev,600.0,14.285714285714285,0.09130431234720848
Frances Tiafoe,6600.0,1.4925373134328357,0.009539256513887453
Cameron Norrie,5000.0,1.9607843137254901,0.012531964439812929
Andy Murray,20000.0,0.4975124378109453,0.003179752171295818
Denis Shapovalov,10000.0,0.9900990099009901,0.006328021647826331
Grigor Dimitrov,20000.0,0.4975124378109453,0.003179752171295818
Jenson Brooksby,20000.0,0.4975124378109453,0.003179752171295818
Alexei Popyrin,35000.0,0.2849002849002849,0.001820883722024101
Mackenzie McDonald,40000.0,0.24937655860349126,0.0015938408639163575
Ugo Humbert,30000.0,0.33222591362126247,0.002123356101097872
Benjamin Bonzi,35000.0,0.2849002849002849,0.001820883722024101
Tallon Griekspoor,35000.0,0.2849002849002849,0.001820883722024101
Daniel Evans,30000.0,0.33222591362126247,0.002123356101097872
Marton Fucsovics,30000.0,0.33222591362126247,0.002123356101097872
Francisco Cerundolo,50000.0,0.19960079840319359,0.0012757089549510167
Rafael Nadal,1400.0,6.666666666666667,0.04260867909536396
Taylor Fritz,2000.0,4.761904761904762,0.03043477078240283
Casper Ruud,3300.0,2.941176470588235,0.018797946659719393
Alexander Zverev,5000.0,1.9607843137254901,0.012531964439812929
Thanasi Kokkinakis,10000.0,0.9900990099009901,0.006328021647826331
Pablo Carreno-Busta,20000.0,0.4975124378109453,0.003179752171295818
Lorenzo Sonego,30000.0,0.33222591362126247,0.002123356101097872
Christopher Eubanks,40000.0,0.24937655860349126,0.0015938408639163575
Nicolas Jarry,40000.0,0.24937655860349126,0.0015938408639163575
Diego Schwartzman,30000.0,0.33222591362126247,0.002123356101097872
John Isner,30000.0,0.33222591362126247,0.002123356101097872
Alejandro Davidovich Foki,30000.0,0.33222591362126247,0.002123356101097872
Botic Van de Zandschulp,30000.0,0.33222591362126247,0.002123356101097872
Jason Kubler,30000.0,0.33222591362126247,0.002123356101097872
John Millman,40000.0,0.24937655860349126,0.0015938408639163575
Lloyd Harris,40000.0,0.24937655860349126,0.0015938408639163575
Maxime Cressy,35000.0,0.2849002849002849,0.001820883722024101
Adrian Mannarino,40000.0,0.24937655860349126,0.0015938408639163575
Corentin Moutet,40000.0,0.24937655860349126,0.0015938408639163575
Emil Ruusuvuori,40000.0,0.24937655860349126,0.0015938408639163575
Enzo Couacaud,40000.0,0.24937655860349126,0.0015938408639163575
Richard Gasquet,40000.0,0.24937655860349126,0.0015938408639163575
Yosuke Watanuki,40000.0,0.24937655860349126,0.0015938408639163575
Alex Molcan,50000.0,0.19960079840319359,0.0012757089549510167
Constant Lestienne,50000.0,0.19960079840319359,0.0012757089549510167
Dalibor Svrcina,50000.0,0.19960079840319359,0.0012757089549510167
Taro Daniel,50000.0,0.19960079840319359,0.0012757089549510167
Fabio Fognini,40000.0,0.24937655860349126,0.0015938408639163575
Albert Ramos-Vinolas,50000.0,0.19960079840319359,0.0012757089549510167
Aleksandar Vukic,50000.0,0.19960079840319359,0.0012757089549510167
Brandon Holt,50000.0,0.19960079840319359,0.0012757089549510167
Denis Kudla,50000.0,0.19960079840319359,0.0012757089549510167
Hugo Dellien,50000.0,0.19960079840319359,0.0012757089549510167
Jeremy Chardy,50000.0,0.19960079840319359,0.0012757089549510167
Joao Sousa,50000.0,0.19960079840319359,0.0012757089549510167
Juncheng Shang,50000.0,0.19960079840319359,0.0012757089549510167
Laslo Djere,50000.0,0.19960079840319359,0.0012757089549510167
Laurent Lokoli,50000.0,0.19960079840319359,0.0012757089549510167
Max Purcell,50000.0,0.19960079840319359,0.0012757089549510167
Michael Mmoh,50000.0,0.19960079840319359,0.0012757089549510167
Rinky Hijikata,50000.0,0.19960079840319359,0.0012757089549510167
Roman Safiullin,50000.0,0.19960079840319359,0.0012757089549510167
Sebastian Baez,50000.0,0.19960079840319359,0.0012757089549510167
Tomas Martin Etcheverry,50000.0,0.19960079840319359,0.0012757089549510167
Zizou Bergs,50000.0,0.19960079840319359,0.0012757089549510167
Nick Kyrgios,1600.0,5.88235294117647,0.037595893319438786
Matteo Berrettini,4000.0,2.4390243902439024,0.015588541132450229
Jack Draper,8000.0,1.2345679012345678,0.007890496128771103
Dominic Thiem,15000.0,0.6622516556291391,0.004232650241261321
Borna Coric,15000.0,0.6622516556291391,0.004232650241261321
Soon Woo Kwon,15000.0,0.6622516556291391,0.004232650241261321
David Goffin,20000.0,0.4975124378109453,0.003179752171295818
Stanislas Wawrinka,20000.0,0.4975124378109453,0.003179752171295818
Alexander Bublik,25000.0,0.398406374501992,0.002546335404105416
Brandon Nakashima,25000.0,0.398406374501992,0.002546335404105416
Lorenzo Musetti,25000.0,0.398406374501992,0.002546335404105416
Aslan Karatsev,30000.0,0.33222591362126247,0.002123356101097872
Miomir Kecmanovic,30000.0,0.33222591362126247,0.002123356101097872
Cristian Garin,40000.0,0.24937655860349126,0.0015938408639163575
Ilya Ivashka,40000.0,0.24937655860349126,0.0015938408639163575
Marc-Andrea Huesler,40000.0,0.24937655860349126,0.0015938408639163575
Marcos Giron,40000.0,0.24937655860349126,0.0015938408639163575
Mikael Ymer,40000.0,0.24937655860349126,0.0015938408639163575
Nikoloz Basilashvili,40000.0,0.24937655860349126,0.0015938408639163575
Oscar Otte,40000.0,0.24937655860349126,0.0015938408639163575
Quentin Halys,40000.0,0.24937655860349126,0.0015938408639163575
Yibing Wu,40000.0,0.24937655860349126,0.0015938408639163575
Arthur Rinderknech,50000.0,0.19960079840319359,0.0012757089549510167
Bernabe Zapata Miralles,50000.0,0.19960079840319359,0.0012757089549510167
Christopher O'Connell,50000.0,0.19960079840319359,0.0012757089549510167
Chun-Hsin Tseng,50000.0,0.19960079840319359,0.0012757089549510167
Daniel Altmaier,50000.0,0.19960079840319359,0.0012757089549510167
Daniel Elahi Galan,50000.0,0.19960079840319359,0.0012757089549510167
Dusan Lajovic,50000.0,0.19960079840319359,0.0012757089549510167
Ernesto Escobedo,50000.0,0.19960079840319359,0.0012757089549510167
Facundo Bagnis,50000.0,0.19960079840319359,0.0012757089549510167
Federico Coria,50000.0,0.19960079840319359,0.0012757089549510167
Filip Krajinovic,50000.0,0.19960079840319359,0.0012757089549510167
Gregoire Barrere,50000.0,0.19960079840319359,0.0012757089549510167
Guido Pella,50000.0,0.19960079840319359,0.0012757089549510167
Jan-Lennard Struff,50000.0,0.19960079840319359,0.0012757089549510167
Jaume Munar,50000.0,0.19960079840319359,0.0012757089549510167
Jordan Thompson,50000.0,0.19960079840319359,0.0012757089549510167
Juan Pablo Varillas,50000.0,0.19960079840319359,0.0012757089549510167
Kyle Edmund,50000.0,0.19960079840319359,0.0012757089549510167
Luca Van Assche,50000.0,0.19960079840319359,0.0012757089549510167
Mattia Bellucci,50000.0,0.19960079840319359,0.0012757089549510167
